8,    売上原価（割戻前）,"120,640,000","120,640,000","72,899,314",60.4%,60.4%,-,"120,480,000","158,780,000",131.7%,-,"383,600,000","378,999,703",98.8%,-,"280,380,000","280,380,000",100.0%,-,"663,980,000","659,379,703",99.3%,-,"981,000,000","976,399,703",99.5%,-,8
9,    仕入割戻高,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,9
10,総収益,"15,160,000","15,160,000","10,184,522",67.1%,67.1%,-,"15,120,000","18,820,000",124.4%,-,"48,400,000","47,386,473",97.9%,-,"35,720,000","35,720,000",100.0%,-,"84,120,000","83,106,473",98.7%,-,"124,000,000","122,986,473",99.1%,-,10
11,経費合計,"6,700,983","6,711,073","7,265,022",108.2%,108.4%,-,"21,691,903","32,663,123",150.5%,-,"35,081,372","45,662,459",130.1%,-,"57,006,511","57,053,943",100.0%,-,"92,087,883","102,716,402",111.5%,-,"150,669,755","161,238,564",107.0%,-,11
12,    減価償却費,425,425,424,99.7%,99.7%,-,425,425,100.0%,-,"1,275","1,273",99.8%,-,"1,275","1,275",100.0%,-,"2,550","2,548",99.9%,-,"5,100","5,098",99.9%,-,12
13,    車両費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,13
14,    旅費交通費,0,0,"17,782",-,-,-,"40,000","40,000",100.0%,-,"80,000","75,837",94.7%,-,"40,000","40,000",100.0%,-,"120,000","115,837",96.5%,-,"240,000","235,837",98.2%,-,14
15,    荷造運搬費,"1,200,000","1,200,000","512,580",42.7%,42.7%,-,"1,200,000","1,200,000",100.0%,-,"3,800,000","2,625,378",69.0%,-,"2,800,000","2,800,000",100.0%,-,"6,600,000","5,425,378",82.2%,-,"10,000,000","8,825,378",88.2%,-,15
16,    通信費,"10,758","10,758","44,027",409.2%,409.2%,-,"10,557","10,557",100.0%,-,"31,035","68,533",220.8%,-,"28,975","28,975",100.0%,-,"60,010","97,508",162.4%,-,"114,466","151,964",132.7%,-,16
17,    水道光熱費,"10,892","10,892","8,898",81.6%,81.6%,-,"12,012","12,012",100.0%,-,"36,346","33,858",93.1%,-,"33,429","33,429",100.0%,-,"69,775","67,287",96.4%,-,"134,503","132,015",98.1%,-,17
18,    事務用品費,"9,957","9,957","5,995",60.2%,60.2%,-,"6,498","6,498",100.0%,-,"28,324","22,580",79.7%,-,"17,270","17,270",100.0%,-,"45,594","39,850",87.4%,-,"78,673","72,929",92.6%,-,18
19,    消耗品費,573,573,"1,380",240.8%,240.8%,-,"1,086","1,086",100.0%,-,"2,684","2,537",94.5%,-,"5,391","5,391",100.0%,-,"8,075","7,928",98.1%,-,"11,819","11,672",98.7%,-,19
20,    廃棄物処理料,"2,330","2,330","2,020",86.6%,86.6%,-,"2,021","2,021",100.0%,-,"6,125","6,309",103.0%,-,"11,649","11,649",100.0%,-,"17,774","17,958",101.0%,-,"30,841","31,025",100.5%,-,20
21,    広告宣伝費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,21
22,    接待交際費,0,0,"7,091",-,-,-,0,0,-,-,0,"7,091",-,-,"100,000","100,000",100.0%,-,"100,000","107,091",107.0%,-,"100,000","107,091",107.0%,-,22
23,    研究開発費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,23
24,    賃借料,"128,492","128,492","128,492",100.0%,100.0%,-,"128,492","128,492",100.0%,-,"385,476","385,476",100.0%,-,"385,476","385,476",100.0%,-,"770,952","770,952",100.0%,-,"1,541,904","1,541,904",100.0%,-,24
25,    賃貸料収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,25
26,    修繕費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,26
27,    支払リース料,"1,518","1,518","1,517",99.9%,99.9%,-,"1,518","1,518",100.0%,-,"4,554","4,552",99.9%,-,"4,554","4,554",100.0%,-,"9,108","9,106",99.9%,-,"21,181","21,179",99.9%,-,27
28,    保険料,135,135,45,33.3%,33.3%,-,135,135,100.0%,-,405,225,55.5%,-,405,405,100.0%,-,810,630,77.7%,-,"111,620","111,440",99.8%,-,28
29,    支払報酬,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,29
30,    販売手数料,"3,800,000","3,800,000","3,742,120",98.4%,98.4%,-,"18,000,000","28,550,000",158.6%,-,"25,300,000","35,330,816",139.6%,-,"47,600,000","47,600,000",100.0%,-,"72,900,000","82,930,816",113.7%,-,"118,000,000","128,030,816",108.5%,-,30
31,    支払手数料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,31
32,    診断料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,32
33,    諸会費,"3,500","3,500",0,0.0%,0.0%,-,0,0,-,-,"3,500",0,0.0%,-,0,0,-,-,"3,500",0,0.0%,-,"18,358","14,858",80.9%,-,33
34,    会議費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,34
35,    寄付金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,35
36,    租税公課,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,36
37,    業務委託費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,37
38,    業務受託収入,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,38
39,    システム管理料,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,39
40,    情報機器利用料,"196,440","196,440","186,282",94.8%,94.8%,-,"196,440","186,282",94.8%,-,"589,320","558,846",94.8%,-,"589,320","558,846",94.8%,-,"1,178,640","1,117,692",94.8%,-,"2,357,280","2,235,384",94.8%,-,40
41,    貸倒金,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,41
42,    雑費,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,"14,120","14,120",100.0%,-,42
43,    福利消耗品費,0,0,0,-,-,-,"10,000","10,000",100.0%,-,"10,000","10,000",100.0%,-,0,0,-,-,"10,000","10,000",100.0%,-,"20,000","20,000",100.0%,-,43
44,    教育研修費,"1,928","1,928","1,242",64.4%,64.4%,-,"1,928","1,928",100.0%,-,"5,784","5,098",88.1%,-,"5,784","5,784",100.0%,-,"11,568","10,882",94.0%,-,"23,136","22,450",97.0%,-,44
45,    廃棄損・減耗損,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,45
46,    雑給,0,0,0,-,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,0,0,-,-,46
47,    社内金利（固定資産）,217,217,217,100.0%,100.0%,-,215,215,100.0%,-,651,651,100.0%,-,633,633,100.0%,-,"1,284","1,284",100.0%,-,"2,491","2,491",100.0%,-,47
48,    社内金利（売掛金）,"200,000","200,000","1,518,373",759.1%,759.1%,-,"930,000","1,400,000",150.5%,-,"1,310,000","3,140,505",239.7%,-,"2,480,000","2,480,000",100.0%,-,"3,790,000","5,620,505",148.2%,-,"6,160,000","7,990,505",129.7%,-,48
49,    社内金利（在庫）,"130,000","130,000","186,521",143.4%,143.4%,-,"120,000","120,000",100.0%,-,"390,000","475,237",121.8%,-,"290,000","290,000",100.0%,-,"680,000","765,237",112.5%,-,"1,390,000","1,475,237",106.1%,-,49
50,    部門共通（経費）,"50,139","61,093","46,802",76.6%,93.3%,-,"61,202","66,916",109.3%,-,"212,405","201,144",94.6%,-,"157,095","158,705",101.0%,-,"369,500","359,849",97.3%,-,"690,906","681,255",98.6%,-,50
51,    全社共通（経費）,"892,579","891,715","792,114",88.8%,88.7%,-,"908,274","863,938",95.1%,-,"2,700,188","2,523,213",93.4%,-,"2,271,955","2,348,251",103.3%,-,"4,972,143","4,871,464",97.9%,-,"8,870,157","8,770,716",98.8%,-,51
52,    グループ共通,"61,100","61,100","61,100",100.0%,100.0%,-,"61,100","61,100",100.0%,-,"183,300","183,300",100.0%,-,"183,300","183,300",100.0%,-,"366,600","366,600",100.0%,-,"733,200","733,200",100.0%,-,52
53,差引収益,"8,459,017","8,448,927","2,919,500",34.5%,34.5%,-,"-6,571,903","-13,843,123",-,-,"13,318,628","1,724,014",12.9%,-,"-21,286,511","-21,333,943",-,-,"-7,967,883","-19,609,929",-,-,"-26,669,755","-38,252,091",-,-,53
54,差引比率,6.2,6.2,3.5,56.4%,56.4%,-,-4.8,-7.7,-,-,3.0,0.4,13.3%,-,-6.7,-6.7,-,-,-1.0,-2.6,-,-,-2.4,-3.4,-,-,54
55,総時間,"1,216.50","1,197.50","1,108.00",92.5%,91.0%,-,"1,266.50","1,250.50",98.7%,-,"3,804.50","3,650.75",95.9%,-,"3,422.50","3,418.25",99.8%,-,"7,227.00","7,069.00",97.8%,-,"14,032.75","13,867.25",98.8%,-,55
56,    定時間,448.00,448.00,459.00,102.4%,102.4%,-,512.00,512.00,100.0%,-,"1,472.00","1,474.25",100.1%,-,"1,440.00","1,440.00",100.0%,-,"2,912.00","2,914.25",100.0%,-,"5,736.00","5,738.25",100.0%,-,56
57,    残業時間,60.00,60.00,105.50,175.8%,175.8%,-,50.00,50.00,100.0%,-,170.00,274.75,161.6%,-,100.00,100.00,100.0%,-,270.00,374.75,138.7%,-,540.00,644.75,119.3%,-,57
58,    移動時間,-175.00,-175.00,-220.00,-,-,-,-196.00,-196.00,-,-,-528.00,-621.00,-,-,-549.00,-549.00,-,-,"-1,077.00","-1,170.00",-,-,"-2,118.00","-2,211.00",-,-,58
59,    部門共通（時間）,25.50,24.25,24.50,101.0%,96.0%,-,29.75,28.00,94.1%,-,84.50,80.25,94.9%,-,77.50,73.25,94.5%,-,162.00,153.50,94.7%,-,316.25,300.25,94.9%,-,59
60,    全社共通（時間）,858.00,840.25,739.00,87.9%,86.1%,-,870.75,856.50,98.3%,-,"2,606.00","2,442.50",93.7%,-,"2,354.00","2,354.00",100.0%,-,"4,960.00","4,796.50",96.7%,-,"9,558.50","9,395.00",98.2%,-,60
61,当月時間当り,"6,953.5","7,055.4","2,634.9",37.3%,37.8%,-,"-5,189.0","-11,070.0",-,-,"3,500.7",472.2,13.4%,-,"-6,219.5","-6,241.1",-,-,"-1,102.5","-2,774.0",-,-,"-1,900.5","-2,758.4",-,-,61
62,人員,3,3,3,100.0%,100.0%,-,3,3,100.0%,-,3,3,100.0%,-,3,3,100.0%,-,3,3,100.0%,-,3,3,100.0%,-,62
,,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,
